date,country,location,severity,id,city,timestamp,temperature,humidity,precipitation,flood_risk
2019-08-29,Nigeria,Lagos,Medium,489.0,Lagos,2019-08-29,0.479702633329822,0.547673247490227,0.01725950591473484,1
2018-10-03,Nigeria,Rivers,High,1352.0,Rivers,2018-10-03,0.42676958820929567,0.8523714248584033,0.003416856659439693,1
2016-06-02,Nigeria,Rivers,High,,,,0.4752616713439961,0.0,0.0,1
2020-02-24,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-07-07,Nigeria,Rivers,High,,,,0.4752616713439961,0.0,0.0,1
2020-11-04,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-09-02,Nigeria,Rivers,Medium,1229.0,Rivers,2017-09-02,0.3321123921655511,0.7108740618806797,0.00017522340759714724,1
2016-08-20,Nigeria,Rivers,Medium,1124.0,Rivers,2016-08-20,0.06942985168441318,0.9596508517527811,0.00026283512058247396,1
2014-08-12,Nigeria,Rivers,Medium,932.0,Rivers,2014-08-12,0.3783255605969993,0.3736465632073127,0.01690905884231146,1
2016-07-25,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-03-27,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-09-24,Nigeria,Rivers,High,1435.0,Rivers,2019-09-24,0.6904985207698005,0.5708392445229,0.0,1
2016-01-19,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-12-30,Nigeria,Bayelsa,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-06-06,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2016-08-15,Nigeria,Rivers,Medium,1119.0,Rivers,2016-08-15,0.24949050993677702,0.9239113484010018,0.10014018434102126,1
2021-01-02,Nigeria,Benue,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-08-02,Nigeria,Rivers,Medium,1474.0,Rivers,2020-08-02,0.37576417869164036,0.5335058859203592,0.0,1
2015-04-06,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-05-22,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2021-04-22,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-11-27,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2023-01-23,Nigeria,Bayelsa,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-03-27,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-04-27,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-11-08,Nigeria,Benue,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-08-25,Nigeria,Rivers,High,1497.0,Rivers,2020-08-25,0.1580832660067193,0.793510867564085,0.0,1
2016-08-26,Nigeria,Rivers,Medium,1130.0,Rivers,2016-08-26,0.22351977146327684,0.8771044737326594,0.06272998003001974,1
2016-08-05,Nigeria,Lagos,Medium,189.0,Lagos,2016-08-05,0.3672267654369348,0.6188708996198793,0.0,1
2019-02-02,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-06-27,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2023-02-14,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-06-15,Nigeria,Rivers,High,,,,0.4752616713439961,0.0,0.0,1
2018-12-22,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2016-09-13,Nigeria,Rivers,High,1148.0,Rivers,2016-09-13,0.16970525720646723,0.7531906886580968,0.0342561769844898,1
2016-07-24,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-06-27,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-10-06,Nigeria,Rivers,High,1539.0,Rivers,2020-10-06,0.4853758923267515,0.8994579755033083,0.5603644737746034,1
2015-07-02,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-06-08,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-09-26,Nigeria,Bayelsa,High,3185.0,Bayelsa,2018-09-26,0.29881578107257667,0.6721861835194227,0.0006132819174032621,1
2021-05-23,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-07-17,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2021-09-02,Nigeria,Rivers,Medium,1597.0,Rivers,2021-09-02,0.2853485029351095,0.690936115834047,0.03557035304673983,1
2020-10-29,Nigeria,Bayelsa,High,3402.0,Bayelsa,2020-10-29,0.47022870142021045,0.8448602432341703,0.0010513404823298959,1
2022-05-10,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-07-07,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-02-26,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
